# Source VNA	Temp 100.0 mK	PDUT -83.0 dBm
# BW 1000 Hz	Points 20001
# LER1942
# PVNA -40 dB	RTAtt -1.0 dB	OutAtt -42 dB
# LNA 35 dB	RTA None dB
# Rigol 	ch 3	0.027 W	2.08 V	0.013 A
# BBCON not used
#
        Freq(Hz)	          I(S21)	          Q(S21)
1.940273350e+09	7.739633465e-03	2.525439320e-01
1.940273500e+09	9.018047627e-03	2.517977129e-01
1.940273650e+09	8.126408530e-03	2.509771106e-01
1.940273800e+09	7.995699403e-03	2.510717595e-01
1.940273950e+09	8.193277637e-03	2.531183502e-01
1.940274100e+09	8.176589975e-03	2.499700725e-01
1.940274250e+09	7.708983488e-03	2.509673369e-01
1.940274400e+09	7.878458960e-03	2.513746875e-01
1.940274550e+09	7.615012779e-03	2.509258191e-01
1.940274700e+09	6.337442097e-03	2.529790378e-01
1.940274850e+09	6.982488283e-03	2.515488651e-01
1.940275000e+09	7.037483159e-03	2.531391641e-01
1.940275150e+09	8.920775681e-03	2.514278084e-01
1.940275300e+09	7.755720760e-03	2.501388113e-01
1.940275450e+09	7.238997287e-03	2.520501357e-01
1.940275600e+09	6.968521606e-03	2.517668577e-01
1.940275750e+09	7.226163306e-03	2.498891446e-01
1.940275900e+09	8.364720665e-03	2.504032421e-01
1.940276050e+09	7.699139296e-03	2.514468125e-01
1.940276200e+09	8.108585545e-03	2.506965600e-01
1.940276350e+09	7.860241552e-03	2.521524972e-01
1.940276500e+09	8.033703519e-03	2.512061079e-01
1.940276650e+09	8.161019660e-03	2.534174220e-01
1.940276800e+09	7.753429684e-03	2.524587593e-01
1.940276950e+09	9.701382512e-03	2.510530844e-01
1.940277100e+09	9.452176696e-03	2.502407338e-01
1.940277250e+09	6.240829536e-03	2.512781614e-01
1.940277400e+09	6.986554165e-03	2.514380389e-01
1.940277550e+09	7.581483149e-03	2.509826705e-01
1.940277700e+09	6.111754244e-03	2.519947331e-01
1.940277850e+09	7.375908244e-03	2.514702364e-01
1.940278000e+09	9.115789888e-03	2.502209937e-01
1.940278150e+09	8.218174226e-03	2.508736800e-01
1.940278300e+09	8.137988628e-03	2.510632014e-01
1.940278450e+09	9.256586898e-03	2.509621855e-01
1.940278600e+09	6.267450789e-03	2.541768826e-01
1.940278750e+09	7.036153459e-03	2.501730540e-01
1.940278900e+09	8.489579244e-03	2.501002294e-01
1.940279050e+09	9.862683720e-03	2.505490856e-01
1.940279200e+09	8.251399332e-03	2.527786330e-01
1.940279350e+09	8.071003211e-03	2.514631192e-01
1.940279500e+09	7.989082931e-03	2.501996477e-01
1.940279650e+09	6.428642677e-03	2.509110665e-01
1.940279800e+09	7.564014326e-03	2.495916298e-01
1.940279950e+09	8.707110234e-03	2.518581344e-01
1.940280100e+09	7.815469482e-03	2.514160277e-01
1.940280250e+09	9.218156313e-03	2.509244065e-01
1.940280400e+09	8.031012254e-03	2.520151052e-01
1.940280550e+09	7.101491441e-03	2.512078809e-01
1.940280700e+09	9.646341565e-03	2.505779915e-01
1.940280850e+09	9.700976941e-03	2.517997123e-01
1.940281000e+09	6.464769676e-03	2.517780963e-01
1.940281150e+09	8.099920677e-03	2.513676975e-01
1.940281300e+09	9.091560852e-03	2.505485370e-01
1.940281450e+09	7.932549528e-03	2.521172535e-01
1.940281600e+09	7.522894297e-03	2.508280649e-01
1.940281750e+09	9.173334445e-03	2.519557899e-01
1.940281900e+09	7.893861861e-03	2.523202582e-01
1.940282050e+09	8.899543643e-03	2.525202409e-01
1.940282200e+09	7.420969574e-03	2.501459237e-01
1.940282350e+09	9.250142650e-03	2.510707090e-01
1.940282500e+09	8.046116182e-03	2.505522611e-01
1.940282650e+09	8.840190104e-03	2.500841656e-01
1.940282800e+09	9.360754619e-03	2.505066249e-01
1.940282950e+09	7.453731132e-03	2.503849907e-01
1.940283100e+09	8.251625760e-03	2.529788784e-01
1.940283250e+09	1.084677352e-02	2.527732582e-01
1.940283400e+09	1.021747795e-02	2.523521103e-01
1.940283550e+09	8.690146311e-03	2.522187195e-01
1.940283700e+09	9.152812873e-03	2.529154829e-01
1.940283850e+09	9.002407032e-03	2.515639084e-01
1.940284000e+09	8.557491869e-03	2.523328973e-01
1.940284150e+09	9.462848167e-03	2.511423876e-01
1.940284300e+09	8.464232229e-03	2.516568242e-01
1.940284450e+09	8.361310425e-03	2.493870422e-01
1.940284600e+09	9.743205360e-03	2.508016871e-01
1.940284750e+09	8.593346082e-03	2.505562251e-01
1.940284900e+09	8.924153519e-03	2.512346724e-01
1.940285050e+09	9.302618223e-03	2.489474638e-01
1.940285200e+09	7.360944519e-03	2.520277637e-01
1.940285350e+09	1.091227634e-02	2.501633036e-01
1.940285500e+09	8.215601300e-03	2.518836213e-01
1.940285650e+09	9.381185609e-03	2.509895238e-01
1.940285800e+09	1.044379392e-02	2.523932362e-01
1.940285950e+09	7.214454480e-03	2.511700970e-01
1.940286100e+09	6.247943399e-03	2.526287163e-01
1.940286250e+09	7.345529664e-03	2.507272087e-01
1.940286400e+09	6.601292789e-03	2.510062137e-01
1.940286550e+09	9.770149924e-03	2.519581946e-01
1.940286700e+09	8.985783858e-03	2.498400555e-01
1.940286850e+09	9.861095515e-03	2.519538450e-01
1.940287000e+09	9.778298973e-03	2.507446660e-01
1.940287150e+09	5.618356057e-03	2.511439933e-01
1.940287300e+09	7.396939615e-03	2.499865993e-01
1.940287450e+09	8.730113388e-03	2.491954312e-01
1.940287600e+09	7.743392007e-03	2.512607130e-01
1.940287750e+09	8.990743757e-03	2.518654888e-01
1.940287900e+09	8.837521112e-03	2.514248042e-01
1.940288050e+09	9.706354858e-03	2.519428878e-01
1.940288200e+09	1.029887740e-02	2.492734223e-01
1.940288350e+09	9.242055100e-03	2.501637898e-01
1.940288500e+09	9.333980125e-03	2.498253394e-01
1.940288650e+09	9.391102726e-03	2.516930942e-01
1.940288800e+09	8.446877823e-03	2.507160024e-01
1.940288950e+09	1.015707601e-02	2.513309463e-01
1.940289100e+09	9.580571831e-03	2.508814178e-01
1.940289250e+09	7.717860609e-03	2.535821051e-01
1.940289400e+09	9.775424930e-03	2.510063779e-01
1.940289550e+09	1.056418799e-02	2.527845055e-01
1.940289700e+09	8.463376995e-03	2.501470995e-01
1.940289850e+09	8.960202556e-03	2.507531377e-01
1.940290000e+09	9.410970026e-03	2.499057416e-01
1.940290150e+09	1.020773570e-02	2.519856397e-01
1.940290300e+09	9.796116329e-03	2.524451822e-01
1.940290450e+09	9.336641640e-03	2.511276012e-01
1.940290600e+09	8.582761891e-03	2.500998106e-01
1.940290750e+09	9.837335433e-03	2.522518546e-01
1.940290900e+09	9.461658818e-03	2.494615431e-01
1.940291050e+09	9.436725746e-03	2.489426055e-01
1.940291200e+09	8.389634115e-03	2.493120314e-01
1.940291350e+09	9.224535033e-03	2.516103840e-01
1.940291500e+09	1.022104993e-02	2.513750163e-01
1.940291650e+09	9.917365438e-03	2.511272813e-01
1.940291800e+09	1.122364497e-02	2.507321245e-01
1.940291950e+09	9.595611040e-03	2.519509147e-01
1.940292100e+09	1.036963584e-02	2.507903186e-01
1.940292250e+09	9.111313024e-03	2.533447018e-01
1.940292400e+09	8.677064317e-03	2.519505736e-01
1.940292550e+09	1.006204785e-02	2.507154076e-01
1.940292700e+09	1.074151664e-02	2.516019196e-01
1.940292850e+09	8.888987828e-03	2.508879081e-01
1.940293000e+09	9.246271397e-03	2.512082787e-01
1.940293150e+09	7.544383673e-03	2.501920823e-01
1.940293300e+09	1.153347152e-02	2.502543796e-01
1.940293450e+09	9.479913187e-03	2.493328930e-01
1.940293600e+09	1.007703607e-02	2.521141078e-01
1.940293750e+09	1.022006605e-02	2.522170017e-01
1.940293900e+09	1.012482928e-02	2.505801396e-01
1.940294050e+09	1.224137941e-02	2.507498497e-01
1.940294200e+09	8.093077700e-03	2.493979775e-01
1.940294350e+09	1.061578285e-02	2.508695099e-01
1.940294500e+09	1.086095411e-02	2.514785768e-01
1.940294650e+09	7.624750188e-03	2.505219460e-01
1.940294800e+09	9.941967365e-03	2.519990446e-01
1.940294950e+09	9.789852638e-03	2.492356363e-01
1.940295100e+09	8.709225259e-03	2.511209606e-01
1.940295250e+09	8.757224535e-03	2.508767291e-01
1.940295400e+09	9.307483851e-03	2.512312994e-01
1.940295550e+09	1.039561484e-02	2.509043725e-01
1.940295700e+09	9.121967106e-03	2.507607464e-01
1.940295850e+09	1.229336184e-02	2.504051533e-01
1.940296000e+09	9.110356297e-03	2.511372365e-01
1.940296150e+09	1.079923752e-02	2.495900825e-01
1.940296300e+09	1.094913550e-02	2.515848222e-01
1.940296450e+09	9.549154572e-03	2.501908202e-01
1.940296600e+09	9.982379193e-03	2.524366789e-01
1.940296750e+09	9.689233602e-03	2.497727117e-01
1.940296900e+09	9.634958825e-03	2.525726107e-01
1.940297050e+09	1.106881342e-02	2.505908506e-01
1.940297200e+09	1.066738514e-02	2.512578046e-01
1.940297350e+09	9.655638103e-03	2.515535502e-01
1.940297500e+09	9.466918690e-03	2.504135719e-01
1.940297650e+09	1.098097402e-02	2.495679947e-01
1.940297800e+09	1.073802486e-02	2.493839438e-01
1.940297950e+09	1.000795603e-02	2.524296328e-01
1.940298100e+09	1.067612858e-02	2.497816913e-01
1.940298250e+09	1.199240273e-02	2.512960798e-01
1.940298400e+09	9.976863301e-03	2.520269558e-01
1.940298550e+09	1.025135956e-02	2.514172993e-01
1.940298700e+09	1.017044725e-02	2.520737753e-01
1.940298850e+09	1.097977624e-02	2.514022191e-01
1.940299000e+09	1.069826255e-02	2.511791519e-01
1.940299150e+09	9.856999356e-03	2.502597386e-01
1.940299300e+09	1.146023017e-02	2.502393216e-01
1.940299450e+09	1.041133597e-02	2.511761678e-01
1.940299600e+09	1.047269860e-02	2.525536819e-01
1.940299750e+09	1.062036630e-02	2.512415105e-01
1.940299900e+09	1.024320201e-02	2.513194109e-01
1.940300050e+09	1.185735410e-02	2.523011064e-01
1.940300200e+09	1.082550423e-02	2.522643844e-01
1.940300350e+09	1.038263481e-02	2.507244898e-01
1.940300500e+09	1.219481861e-02	2.505947113e-01
1.940300650e+09	1.135324128e-02	2.500271714e-01
1.940300800e+09	1.065387323e-02	2.509235499e-01
1.940300950e+09	1.142649986e-02	2.511488934e-01
1.940301100e+09	1.156896799e-02	2.512708821e-01
1.940301250e+09	1.062694455e-02	2.508430765e-01
1.940301400e+09	1.270994131e-02	2.530226699e-01
1.940301550e+09	1.013228290e-02	2.517713645e-01
1.940301700e+09	9.197020282e-03	2.520732251e-01
1.940301850e+09	1.057549132e-02	2.499380473e-01
1.940302000e+09	9.365388362e-03	2.526384236e-01
1.940302150e+09	1.047501057e-02	2.496932252e-01
1.940302300e+09	1.230211299e-02	2.521882433e-01
1.940302450e+09	1.145072421e-02	2.511526111e-01
1.940302600e+09	1.145300539e-02	2.521887237e-01
1.940302750e+09	1.138070175e-02	2.501536645e-01
1.940302900e+09	1.189820966e-02	2.504751690e-01
1.940303050e+09	1.273377815e-02	2.527982042e-01
1.940303200e+09	9.877131351e-03	2.496247773e-01
1.940303350e+09	1.016050484e-02	2.510920182e-01
1.940303500e+09	9.932592565e-03	2.517168321e-01
1.940303650e+09	1.157694368e-02	2.508740551e-01
1.940303800e+09	9.408341722e-03	2.519690101e-01
1.940303950e+09	1.101019060e-02	2.503332013e-01
1.940304100e+09	1.296947587e-02	2.511625436e-01
1.940304250e+09	1.019980600e-02	2.482768020e-01
1.940304400e+09	1.106014971e-02	2.507364330e-01
1.940304550e+09	1.201437218e-02	2.507205440e-01
1.940304700e+09	1.371100187e-02	2.505747444e-01
1.940304850e+09	1.039833206e-02	2.510361613e-01
1.940305000e+09	1.055631209e-02	2.517470195e-01
1.940305150e+09	1.280962992e-02	2.516450515e-01
1.940305300e+09	1.171839625e-02	2.506271882e-01
1.940305450e+09	1.094821588e-02	2.521616347e-01
1.940305600e+09	1.153644799e-02	2.498940416e-01
1.940305750e+09	1.140790066e-02	2.498432381e-01
1.940305900e+09	9.420203409e-03	2.512886578e-01
1.940306050e+09	1.169853418e-02	2.508240303e-01
1.940306200e+09	1.078006102e-02	2.504229993e-01
1.940306350e+09	1.189190213e-02	2.505925536e-01
1.940306500e+09	1.215930287e-02	2.511055991e-01
1.940306650e+09	1.253081629e-02	2.498285829e-01
1.940306800e+09	1.106261624e-02	2.503484456e-01
1.940306950e+09	1.049935706e-02	2.504292471e-01
1.940307100e+09	1.051563158e-02	2.502827380e-01
1.940307250e+09	1.200156871e-02	2.490706177e-01
1.940307400e+09	1.065399293e-02	2.505065109e-01
1.940307550e+09	1.322517582e-02	2.496238836e-01
1.940307700e+09	1.080240153e-02	2.507662601e-01
1.940307850e+09	1.141240004e-02	2.516803458e-01
1.940308000e+09	1.221348105e-02	2.495886159e-01
1.940308150e+09	1.173173269e-02	2.509927012e-01
1.940308300e+09	1.234335337e-02	2.506031969e-01
1.940308450e+09	1.443993890e-02	2.506997090e-01
1.940308600e+09	1.094357139e-02	2.534258283e-01
1.940308750e+09	1.174304157e-02	2.512496496e-01
1.940308900e+09	1.101441627e-02	2.493448488e-01
1.940309050e+09	1.281134899e-02	2.514994946e-01
1.940309200e+09	1.052468840e-02	2.527036072e-01
1.940309350e+09	9.412604138e-03	2.509526269e-01
1.940309500e+09	9.842039239e-03	2.492237978e-01
1.940309650e+09	1.204289387e-02	2.501493637e-01
1.940309800e+09	1.140621634e-02	2.524018218e-01
1.940309950e+09	1.217418505e-02	2.500141339e-01
1.940310100e+09	1.209400962e-02	2.500657728e-01
1.940310250e+09	1.155656303e-02	2.502274553e-01
1.940310400e+09	1.249669927e-02	2.493149422e-01
1.940310550e+09	1.207596352e-02	2.515225741e-01
1.940310700e+09	1.025321055e-02	2.499505143e-01
1.940310850e+09	1.148879771e-02	2.503233373e-01
1.940311000e+09	1.203319228e-02	2.507187183e-01
1.940311150e+09	1.284881190e-02	2.501081180e-01
1.940311300e+09	1.234884353e-02	2.512311547e-01
1.940311450e+09	1.252621725e-02	2.507152135e-01
1.940311600e+09	1.241250639e-02	2.508738025e-01
1.940311750e+09	1.278429280e-02	2.509789808e-01
1.940311900e+09	1.087272353e-02	2.504650886e-01
1.940312050e+09	1.218596311e-02	2.537452895e-01
1.940312200e+09	1.123774303e-02	2.527671463e-01
1.940312350e+09	1.102347952e-02	2.504756656e-01
1.940312500e+09	1.336055189e-02	2.507325026e-01
1.940312650e+09	1.077432422e-02	2.495936282e-01
1.940312800e+09	1.127684610e-02	2.507177040e-01
1.940312950e+09	1.161593901e-02	2.507692594e-01
1.940313100e+09	1.286554244e-02	2.507324795e-01
1.940313250e+09	1.248818133e-02	2.507686398e-01
1.940313400e+09	1.085982800e-02	2.514704229e-01
1.940313550e+09	1.095444660e-02	2.509920437e-01
1.940313700e+09	1.141458660e-02	2.499326181e-01
1.940313850e+09	1.042314289e-02	2.509386628e-01
1.940314000e+09	1.060661178e-02	2.496133984e-01
1.940314150e+09	1.237245047e-02	2.514312742e-01
1.940314300e+09	1.303221897e-02	2.512775978e-01
1.940314450e+09	1.293501752e-02	2.494271038e-01
1.940314600e+09	1.136745641e-02	2.512998131e-01
1.940314750e+09	1.294411345e-02	2.495883012e-01
1.940314900e+09	1.361533734e-02	2.521295655e-01
1.940315050e+09	1.133549012e-02	2.502744595e-01
1.940315200e+09	1.235189772e-02	2.514113187e-01
1.940315350e+09	1.333161239e-02	2.521442672e-01
1.940315500e+09	1.324378814e-02	2.501970374e-01
1.940315650e+09	1.053702075e-02	2.520934018e-01
1.940315800e+09	1.328632389e-02	2.507041466e-01
1.940315950e+09	1.338403553e-02	2.491098063e-01
1.940316100e+09	1.373405822e-02	2.499062582e-01
1.940316250e+09	1.171902765e-02	2.494661439e-01
1.940316400e+09	1.410921873e-02	2.499567305e-01
1.940316550e+09	1.313919127e-02	2.494965830e-01
1.940316700e+09	1.218181573e-02	2.506590221e-01
1.940316850e+09	1.307713955e-02	2.502102095e-01
1.940317000e+09	1.292509719e-02	2.512589482e-01
1.940317150e+09	1.288866077e-02	2.511842751e-01
1.940317300e+09	1.515658888e-02	2.499951503e-01
1.940317450e+09	1.312418876e-02	2.512474524e-01
1.940317600e+09	1.313025546e-02	2.505997500e-01
1.940317750e+09	1.213114568e-02	2.502958916e-01
1.940317900e+09	1.224905902e-02	2.500926235e-01
1.940318050e+09	1.118263974e-02	2.517632787e-01
1.940318200e+09	1.245952368e-02	2.501809382e-01
1.940318350e+09	1.158198446e-02	2.499007406e-01
1.940318500e+09	1.257896727e-02	2.500924298e-01
1.940318650e+09	1.349060625e-02	2.501332252e-01
1.940318800e+09	1.284918328e-02	2.504484088e-01
1.940318950e+09	1.446315262e-02	2.510354162e-01
1.940319100e+09	1.195911158e-02	2.483362257e-01
1.940319250e+09	1.259550085e-02	2.521233908e-01
1.940319400e+09	1.311877150e-02	2.503608243e-01
1.940319550e+09	1.222496095e-02	2.504565970e-01
1.940319700e+09	1.498638796e-02	2.504366415e-01
1.940319850e+09	1.212410994e-02	2.502139674e-01
1.940320000e+09	1.370713387e-02	2.492432847e-01
1.940320150e+09	1.237000785e-02	2.519795955e-01
1.940320300e+09	1.364994193e-02	2.513811074e-01
1.940320450e+09	1.413975735e-02	2.505085031e-01
1.940320600e+09	1.306470013e-02	2.511107276e-01
1.940320750e+09	1.490976213e-02	2.489391760e-01
1.940320900e+09	1.456818584e-02	2.500885567e-01
1.940321050e+09	1.405106309e-02	2.491235457e-01
1.940321200e+09	1.251496276e-02	2.513087092e-01
1.940321350e+09	1.337350373e-02	2.492879509e-01
1.940321500e+09	1.271920681e-02	2.513232026e-01
1.940321650e+09	1.370395173e-02	2.500310006e-01
1.940321800e+09	1.295119190e-02	2.498769847e-01
1.940321950e+09	1.457097459e-02	2.513804014e-01
1.940322100e+09	1.352254540e-02	2.506028465e-01
1.940322250e+09	1.316722794e-02	2.517490658e-01
1.940322400e+09	1.631087186e-02	2.510132342e-01
1.940322550e+09	1.430702172e-02	2.491528318e-01
1.940322700e+09	1.386901170e-02	2.519554206e-01
1.940322850e+09	1.205879238e-02	2.497539179e-01
1.940323000e+09	1.429686566e-02	2.514975569e-01
1.940323150e+09	1.427047018e-02	2.507257357e-01
1.940323300e+09	1.333495358e-02	2.517510573e-01
1.940323450e+09	1.392135172e-02	2.503185519e-01
1.940323600e+09	1.357739863e-02	2.512563482e-01
1.940323750e+09	1.381969938e-02	2.520067277e-01
1.940323900e+09	1.377430044e-02	2.508345864e-01
1.940324050e+09	1.291981338e-02	2.486563472e-01
1.940324200e+09	1.240583598e-02	2.503862907e-01
1.940324350e+09	1.301132186e-02	2.499812278e-01
1.940324500e+09	1.481553178e-02	2.491831295e-01
1.940324650e+09	1.369280790e-02	2.519448734e-01
1.940324800e+09	1.430729209e-02	2.503219893e-01
1.940324950e+09	1.317859462e-02	2.514069505e-01
1.940325100e+09	1.234228618e-02	2.476681088e-01
1.940325250e+09	1.358528114e-02	2.494392183e-01
1.940325400e+09	1.390482261e-02	2.509078197e-01
1.940325550e+09	1.156049147e-02	2.513986338e-01
1.940325700e+09	1.388236918e-02	2.506268672e-01
1.940325850e+09	1.338948668e-02	2.514856952e-01
1.940326000e+09	1.293126457e-02	2.527413295e-01
1.940326150e+09	1.334425877e-02	2.517258897e-01
1.940326300e+09	1.587294221e-02	2.494146293e-01
1.940326450e+09	1.594030062e-02	2.505144255e-01
1.940326600e+09	1.410742005e-02	2.508178576e-01
1.940326750e+09	1.498113338e-02	2.493560984e-01
1.940326900e+09	1.404644934e-02	2.512563733e-01
1.940327050e+09	1.265505956e-02	2.504802236e-01
1.940327200e+09	1.468452836e-02	2.509245352e-01
1.940327350e+09	1.467443359e-02	2.500439701e-01
1.940327500e+09	1.246107403e-02	2.494024345e-01
1.940327650e+09	1.391972570e-02	2.507787600e-01
1.940327800e+09	1.456000141e-02	2.499083783e-01
1.940327950e+09	1.459012418e-02	2.497622451e-01
1.940328100e+09	1.410426999e-02	2.492380934e-01
1.940328250e+09	1.574804215e-02	2.500192399e-01
1.940328400e+09	1.308031146e-02	2.501251294e-01
1.940328550e+09	1.362509677e-02	2.501679543e-01
1.940328700e+09	1.504842694e-02	2.510573417e-01
1.940328850e+09	1.362417488e-02	2.491573576e-01
1.940329000e+09	1.588241943e-02	2.514005571e-01
1.940329150e+09	1.281390281e-02	2.521729476e-01
1.940329300e+09	1.406010329e-02	2.515120387e-01
1.940329450e+09	1.423171452e-02	2.512969452e-01
1.940329600e+09	1.409363533e-02	2.489943845e-01
1.940329750e+09	1.421555930e-02	2.492519391e-01
1.940329900e+09	1.245814919e-02	2.488619052e-01
1.940330050e+09	1.403723400e-02	2.513839203e-01
1.940330200e+09	1.289798067e-02	2.495918770e-01
1.940330350e+09	1.337227701e-02	2.475043240e-01
1.940330500e+09	1.345177603e-02	2.512810573e-01
1.940330650e+09	1.276143041e-02	2.498102451e-01
1.940330800e+09	1.431379870e-02	2.515628356e-01
1.940330950e+09	1.633608548e-02	2.494558278e-01
1.940331100e+09	1.486602457e-02	2.512047745e-01
1.940331250e+09	1.322348316e-02	2.493968026e-01
1.940331400e+09	1.469069904e-02	2.497357350e-01
1.940331550e+09	1.556662964e-02	2.501836337e-01
1.940331700e+09	1.400599648e-02	2.490310888e-01
1.940331850e+09	1.523196533e-02	2.518168785e-01
1.940332000e+09	1.529053659e-02	2.499722578e-01
1.940332150e+09	1.426766638e-02	2.510558098e-01
1.940332300e+09	1.440913761e-02	2.507511617e-01
1.940332450e+09	1.340335739e-02	2.501299582e-01
1.940332600e+09	1.530584315e-02	2.519131226e-01
1.940332750e+09	1.223218722e-02	2.501549356e-01
1.940332900e+09	1.405137594e-02	2.501420336e-01
1.940333050e+09	1.388596833e-02	2.500000002e-01
1.940333200e+09	1.444602902e-02	2.505325430e-01
1.940333350e+09	1.416208699e-02	2.514936096e-01
1.940333500e+09	1.530105049e-02	2.508867327e-01
1.940333650e+09	1.527406209e-02	2.498246672e-01
1.940333800e+09	1.499906243e-02	2.499646158e-01
1.940333950e+09	1.386363312e-02	2.510551364e-01
1.940334100e+09	1.350198112e-02	2.503963444e-01
1.940334250e+09	1.414893909e-02	2.502190538e-01
1.940334400e+09	1.573863045e-02	2.507627258e-01
1.940334550e+09	1.529427748e-02	2.499513823e-01
1.940334700e+09	1.473067617e-02	2.510869688e-01
1.940334850e+09	1.367734228e-02	2.503272775e-01
1.940335000e+09	1.629049736e-02	2.519401402e-01
1.940335150e+09	1.357259960e-02	2.506349607e-01
1.940335300e+09	1.582307507e-02	2.501793960e-01
1.940335450e+09	1.407073121e-02	2.508601512e-01
1.940335600e+09	1.587127590e-02	2.514682502e-01
1.940335750e+09	1.607544004e-02	2.494851888e-01
1.940335900e+09	1.374000124e-02	2.494843213e-01
1.940336050e+09	1.599273200e-02	2.515576743e-01
1.940336200e+09	1.608542421e-02	2.500391046e-01
1.940336350e+09	1.402209375e-02	2.505279884e-01
1.940336500e+09	1.334220018e-02	2.509748260e-01
1.940336650e+09	1.581192083e-02	2.503336535e-01
1.940336800e+09	1.575150702e-02	2.490007103e-01
1.940336950e+09	1.451879160e-02	2.498661276e-01
1.940337100e+09	1.554381037e-02	2.484553035e-01
1.940337250e+09	1.535213499e-02	2.496527423e-01
1.940337400e+09	1.496460015e-02	2.520883688e-01
1.940337550e+09	1.452328566e-02	2.517024542e-01
1.940337700e+09	1.328069527e-02	2.505669430e-01
1.940337850e+09	1.632428626e-02	2.511670740e-01
1.940338000e+09	1.263798848e-02	2.517214440e-01
1.940338150e+09	1.515516220e-02	2.516681360e-01
1.940338300e+09	1.639095510e-02	2.502273782e-01
1.940338450e+09	1.426436354e-02	2.478904219e-01
1.940338600e+09	1.608784957e-02	2.508833292e-01
1.940338750e+09	1.515021074e-02	2.473235175e-01
1.940338900e+09	1.620750776e-02	2.495459471e-01
1.940339050e+09	1.616889697e-02	2.504119612e-01
1.940339200e+09	1.600595692e-02	2.511544277e-01
1.940339350e+09	1.518030126e-02	2.499136279e-01
1.940339500e+09	1.403697840e-02	2.481552052e-01
1.940339650e+09	1.407364940e-02	2.505527916e-01
1.940339800e+09	1.506822880e-02	2.508964700e-01
1.940339950e+09	1.554143633e-02	2.503279782e-01
1.940340100e+09	1.603242746e-02	2.500162587e-01
